NDVI,EVI,Rainfall,Temperature,SoilMoisture,Evapotranspiration,FireIndex,elevation,PredictedRisk,latitude,longitude
0.0,0.0,0.0013968285073501,18.268868432797195,0.0537092324762766,1.3321006303532537,1.0,532.5850663772787,1.0,21.36350297118406,-2.171474974560074
0.0,0.0,0.0150348396921876,24.44933931169225,0.0649456402142171,4.504289910089384,,422.143493013545,1.0,35.767857660247905,-3.4284745441901308
0.0,0.0,0.2414052745234959,23.336926332460088,0.0118656694617821,2.184999336840696,,446.7581175765957,1.0,30.299848545285126,20.36448279174213
0.0,0.0,0.3852061816470255,7.2550654701353,0.1693036950346647,4.488088685037448,,874.5583219144864,1.0,26.966462104925917,5.117603301742395
0.0,0.0,0.2159037087298334,7.852057373255198,0.0151789882471466,6.762757096438917,,414.2365510794862,1.0,15.900466011060914,32.97014447477509
0.0,0.0,0.0918596886039979,7.506188030669598,0.1614580636499424,5.853890658196942,,255.75131258343035,1.0,15.899863008405067,57.37972530245892
0.0,0.0,0.1552595985521739,9.958065063131652,0.0065996504850201,6.936912548431631,,299.42196746770634,1.0,13.452090304204987,21.62062166271307
0.0,0.0,0.1198153190080085,7.796232699679258,0.0434286050742534,5.4697503849749305,,558.9047714379119,1.0,33.654403644373375,52.45662565453708
0.0,0.0,0.1195932014945851,16.113714966952728,0.0111930717519853,0.3783592585362362,1.0,264.1972828940554,1.0,27.02787529358022,-4.98362053278508
0.0,0.0,0.0333286772964579,19.807533179794248,0.0027251285988048,2.0589081212718976,,275.81752383072154,1.0,29.70181444490114,6.458995755224526
0.0,0.0,0.0,14.89874779343502,0.0246716012205855,2.935483870967743,,116.01943050874031,1.0,12.51461235739506,-2.931199303522178
0.0,0.0,2.3204406464126786,5.592551037557366,0.3953644813634586,7.510370163217547,,1013.504144077773,1.0,36.247746304049855,17.31400827502467
0.0,0.0,0.1128979643886372,18.61913325805827,0.0124276065159308,5.007692307692308,,27.286273729941417,1.0,32.81106602001054,56.75689250736219
0.0,0.0,0.0892301783721436,15.719595999717471,0.012914850740801,2.457049710635693,,640.0394175171755,1.0,17.308477766956905,1.5927444047311674
0.0,0.0,0.1818130205214254,18.075312986779835,0.0099771620414035,3.115031998458893,,934.4942069160758,1.0,16.545624180177516,36.23586481857843
0.0,0.0,0.0936365704898299,10.586645483075328,0.131401695484222,5.871451688395033,1.0,301.853991729088,1.0,16.585112746335845,25.701723860122204
